"gene","pathway","cor","pvalue","p_adj"
"SEPTIN8","Adiponectin_activated_signaling_pathway",-0.663468381392398,9.022946740193e-92,1.51006578948998e-87
"ATP5MF","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.66337305331578,9.78000972122236e-92,1.63342628687311e-87
"SLC25A1","Glucose_import_in_response_to_insulin_stimulus",0.663353313039047,9.94451237176249e-92,1.65751830877473e-87
"NDUFAB1","Oxidative_phosphorylation",0.663236041059873,1.09801452217532e-91,1.82641436929705e-87
"ATP9A","Neutral_lipid_metabolic_process",0.663154298210722,1.17648463111305e-91,1.95297045359407e-87
"FOXN3-AS1","Glucose_import_in_response_to_insulin_stimulus",0.662809385215418,1.57389067757904e-91,2.60737770737617e-87
"FITM2","Maintenance_of_protein_location_in_mitochondrion",0.662555943870242,1.94866476273611e-91,3.22172351553511e-87
"BANK1","Glucose_import_in_response_to_insulin_stimulus",0.66254546890702,1.96593493553463e-91,3.24372328100841e-87
"ESYT1","Glucose_import_in_response_to_insulin_stimulus",0.662459699478365,2.11319683863856e-91,3.47968473198616e-87
"PGD","Glucose_import_in_response_to_insulin_stimulus",0.662420384796567,2.18431928445723e-91,3.58957565624964e-87
"GPM6B","Axon_ensheathment_in_central_nervous_system",0.662387677470711,2.245300734871e-91,3.68239444620354e-87
"RASGEF1C","Axon_ensheathment_in_central_nervous_system",0.662351085874955,2.31553466947812e-91,3.78998610328836e-87
"SHMT1","Glucose_import_in_response_to_insulin_stimulus",0.662338871318126,2.33946275789796e-91,3.82150774543997e-87
"PGM1","Maintenance_of_protein_location_in_mitochondrion",0.662267774209349,2.48370744919953e-91,4.04904922618433e-87
"TMBIM6","Adiponectin_activated_signaling_pathway",0.662136522304938,2.77364684962567e-91,4.51273169565364e-87
"MRPL34","Mitochondrial_respirasome_assembly",0.661942100725045,3.26614360499444e-91,5.30348168415547e-87
"CIDEC","Adiponectin_activated_signaling_pathway",0.661921568246944,3.32298713106287e-91,5.38509805106349e-87
"BNIP3L","Adiponectin_activated_signaling_pathway",0.661847221385213,3.53717693104736e-91,5.72087687702148e-87
"GCLC","Neutral_lipid_metabolic_process",0.661834574662518,3.57495534295405e-91,5.77057374941834e-87
"ZNF106","Adiponectin_activated_signaling_pathway",0.661798716744223,3.68426832996408e-91,5.93531639084022e-87
"NDUFB8","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.661745769027073,3.85179154599313e-91,6.19300352630397e-87
"UQCR10","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.661687112473312,4.04624213972352e-91,6.49288972139664e-87
"HSD17B4","Neutral_lipid_metabolic_process",0.66167488173704,4.08800288138547e-91,6.54706461462905e-87
"MGST1","Glucose_import_in_response_to_insulin_stimulus",0.661214338326592,6.01550839865778e-91,9.61520859778233e-87
"BCAP31","Glucose_6_phosphate_metabolic_process",0.661166082467812,6.26373200478907e-91,9.99245352321498e-87
"GUCD1","Glucose_import_in_response_to_insulin_stimulus",0.661116625679719,6.52871398193309e-91,1.0394912977275e-86
"ETFA","Adiponectin_activated_signaling_pathway",0.661087098236823,6.69220665465402e-91,1.06345336166066e-86
"DDI2","Adiponectin_activated_signaling_pathway",0.660889076175755,7.89906418861595e-91,1.25280153068605e-86
"ACAT1","Glucose_import_in_response_to_insulin_stimulus",0.660879077136884,7.96544629897438e-91,1.26088623902716e-86
"PSMD8","Maintenance_of_protein_location_in_mitochondrion",0.66058711984362,1.01687997197201e-90,1.60655747811271e-86
"C1orf43","Adiponectin_activated_signaling_pathway",0.660530866523076,1.06583799146952e-90,1.68066119470868e-86
"UQCRFS1","Oxidative_phosphorylation",0.660477542310996,1.11441069563233e-90,1.75387348291985e-86
"CADM4","Axon_ensheathment_in_central_nervous_system",0.660400193284921,1.18880909860154e-90,1.86737152041512e-86
"ACSL1","Maintenance_of_protein_location_in_mitochondrion",0.660348490066628,1.24127635009594e-90,1.94605142257163e-86
"GLUL","Adiponectin_activated_signaling_pathway",0.660196029467356,1.4097913902627e-90,2.20602027235499e-86
"SOD1","Mitochondrial_respirasome_assembly",0.660151268344071,1.46345813726521e-90,2.28562696377948e-86
"SORT1","Glucose_import_in_response_to_insulin_stimulus",0.660134643430779,1.48390450658746e-90,2.31314567592822e-86
"ELOVL5","Neutral_lipid_metabolic_process",0.66009750757737,1.53060927749368e-90,2.38141415786782e-86
"NDUFS6","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.66001187053809,1.6439654933851e-90,2.55292711649001e-86
"TMBIM1","Adiponectin_activated_signaling_pathway",0.660004034952057,1.65474549897521e-90,2.56480067862704e-86
"PHB","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.659999015450493,1.66168814978161e-90,2.570692820867e-86
"ATP5F1E","Mitochondrial_respirasome_assembly",0.659979934406518,1.68834544364434e-90,2.60700446232691e-86
"TIMP4","Adiponectin_activated_signaling_pathway",0.659924028961227,1.76892410231826e-90,2.72628348242086e-86
"QDPR","Neutral_lipid_metabolic_process",0.659913092768514,1.78512886173513e-90,2.74608688099427e-86
"MRPS16","Glucose_6_phosphate_metabolic_process",0.65974998104837,2.04511716857239e-90,3.14012776962325e-86
"LAMTOR5","Mitochondrial_respirasome_assembly",0.659740038604388,2.06213121124114e-90,3.16032227712276e-86
"PHB","Maintenance_of_protein_location_in_mitochondrion",0.659691095356557,2.14796158942292e-90,3.28570873916991e-86
"RAB5IF","Mitochondrial_respirasome_assembly",0.659633271732322,2.25395799216675e-90,3.44141749351568e-86
"ACSS3","Adiponectin_activated_signaling_pathway",0.659593604556432,2.32966693768153e-90,3.55038855237831e-86
"ATP5MJ","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.659572523467237,2.37092703974747e-90,3.60655241283668e-86
"TEX41","Adiponectin_activated_signaling_pathway",-0.659549055337025,2.41771515625581e-90,3.67090125021247e-86
"MRPL12","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.659465982851663,2.59084283044072e-90,3.92648228274658e-86
"TMEM126A","Mitochondrial_respirasome_assembly",0.659447347483508,2.63134389905528e-90,3.98049130955381e-86
"UGT8","Galactolipid_metabolic_process",0.659329171758163,2.90326054731842e-90,4.38372255510299e-86
"AGPAT3","Maintenance_of_protein_location_in_mitochondrion",0.659245647854015,3.11214374593361e-90,4.69046773325325e-86
"YWHAG","Neutral_lipid_metabolic_process",0.659086423106413,3.55266277274297e-90,5.34455338532045e-86
"E2F6","Adiponectin_activated_signaling_pathway",0.659061888518675,3.62585168941074e-90,5.4446487526774e-86
"SNN","Glucose_import_in_response_to_insulin_stimulus",0.658973220133535,3.90309381899037e-90,5.85022651523789e-86
"ALDH4A1","Glucose_import_in_response_to_insulin_stimulus",0.658780045789517,4.58231281965365e-90,6.85573056879378e-86
"PRKCD","Neutral_lipid_metabolic_process",0.65877028894707,4.61958054643255e-90,6.89887568711832e-86
"ACO1","Glucose_import_in_response_to_insulin_stimulus",0.658756565217151,4.67251155893741e-90,6.9652125516978e-86
"AURKAIP1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.65874321044719,4.72459899438708e-90,7.03005297549816e-86
"PEX19","Glucose_import_in_response_to_insulin_stimulus",0.65869513574292,4.91693502559161e-90,7.30296475241602e-86
"ACSL1","Glucose_6_phosphate_metabolic_process",0.658626991215126,5.20299121084832e-90,7.71383506270303e-86
"FLRT3","Axon_ensheathment_in_central_nervous_system",0.658238012990429,7.18313884791259e-90,1.06302986043433e-85
"ATP5F1B","Maintenance_of_protein_location_in_mitochondrion",0.658198317137938,7.42328250296705e-90,1.09658564855315e-85
"TMEM120A","Adiponectin_activated_signaling_pathway",0.658193641126038,7.45209144607447e-90,1.09885787889496e-85
"MRPS36","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.658064613762155,8.29246512747064e-90,1.22057703996083e-85
"HSDL2","Neutral_lipid_metabolic_process",0.657947526443989,9.13639720522707e-90,1.34238197231719e-85
"HSD17B4","Glucose_import_in_response_to_insulin_stimulus",0.657891052932908,9.57347689282536e-90,1.40407991993596e-85
"ITPK1","Maintenance_of_protein_location_in_mitochondrion",0.65759218177019,1.22574774592828e-89,1.79450895291977e-85
"OXCT1","Neutral_lipid_metabolic_process",0.657572982020387,1.24535156575632e-89,1.81995344243317e-85
"OPLAH","Neutral_lipid_metabolic_process",0.657514627124695,1.30687084861537e-89,1.90645317694647e-85
"ETFA","Neutral_lipid_metabolic_process",0.657420092283455,1.41301459292535e-89,2.0576270731223e-85
"SNN","Neutral_lipid_metabolic_process",0.657375285364075,1.46627913717349e-89,2.13139819889499e-85
"ATP5MC3","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.657286801914266,1.57740482755439e-89,2.28886614589721e-85
"SLC66A2","Glucose_import_in_response_to_insulin_stimulus",0.657278410490379,1.58836908637738e-89,2.30069639616325e-85
"CLPTM1","Maintenance_of_protein_location_in_mitochondrion",0.657226834101359,1.65744467464815e-89,2.39650833295096e-85
"NDUFA12","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.657050836202766,1.91645325781772e-89,2.76612311863494e-85
"DZIP1","Neutral_lipid_metabolic_process",-0.657037886146702,1.93703066884617e-89,2.79090141082219e-85
"COX6C","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.656992384117067,2.01109201098387e-89,2.89251758818807e-85
"RTN4RL1","Neutral_lipid_metabolic_process",0.656919489306169,2.13565714545398e-89,3.06628848042016e-85
"STAT5A","Maintenance_of_protein_location_in_mitochondrion",0.656890285238474,2.18769034668612e-89,3.13549473756016e-85
"SOD1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.656783074939237,2.38976071936977e-89,3.41912299286649e-85
"BTBD6","Neutral_lipid_metabolic_process",0.65671136818367,2.53517623301787e-89,3.62084443894894e-85
"MMUT","Adiponectin_activated_signaling_pathway",0.656498337621223,3.02120570452322e-89,4.30749456007312e-85
"NDUFA4","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.656361903015838,3.38011821692286e-89,4.81083408114934e-85
"NDUFAB1","Mitochondrial_respirasome_assembly",0.656193994739383,3.88056506564989e-89,5.51351829833198e-85
"SNX8","Adiponectin_activated_signaling_pathway",0.656083345802494,4.24999766551001e-89,6.02794404591723e-85
"SFRP5","Galactolipid_metabolic_process",0.656068070290257,4.30367672411602e-89,6.09351854095826e-85
"GPR153","Glucose_import_in_response_to_insulin_stimulus",0.655945110394446,4.76107874141069e-89,6.72950522123064e-85
"ATP5F1A","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.655905010461917,4.9204689028416e-89,6.94280283082718e-85
"COX6B1","Mitochondrial_respirasome_assembly",0.655879046232011,5.02649360061534e-89,7.08019690035385e-85
"DLD","Adiponectin_activated_signaling_pathway",0.655854173225364,5.1301940697373e-89,7.21385059841373e-85
"SLC1A3","Neutral_lipid_metabolic_process",0.655764167581221,5.52355851591634e-89,7.75365973782488e-85
"NR2F2-AS1","Maintenance_of_protein_location_in_mitochondrion",-0.655586509656733,6.39025265373173e-89,8.95491599724762e-85
"MYO1C","Glucose_import_in_response_to_insulin_stimulus",0.655385656731124,7.53407207314515e-89,1.05397482707705e-84
"UBL5","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.655291514043822,8.1382216245042e-89,1.13654917382522e-84
"COX7C","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.655216881797124,8.6512350886769e-89,1.20613618397941e-84
"MRPS7","Glucose_6_phosphate_metabolic_process",0.655111277307428,9.43260026118745e-89,1.31283588150531e-84
"STBD1","Glucose_import_in_response_to_insulin_stimulus",0.654903184631819,1.1183704129816e-88,1.55391302971463e-84
"RAB5IF","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.654898943936787,1.12225658853986e-88,1.55666975011986e-84
"TST","Adiponectin_activated_signaling_pathway",0.654842021197113,1.17574041301343e-88,1.62809708723006e-84
"SDHB","Oxidative_phosphorylation",0.654810436429522,1.20650366246494e-88,1.66787412761353e-84
"LETR1","Adiponectin_activated_signaling_pathway",-0.654774747210769,1.24222966864377e-88,1.71436597267936e-84
"NDUFC2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.654741822025267,1.27612175717906e-88,1.75817460260033e-84
"SYNE3","Glucose_import_in_response_to_insulin_stimulus",0.654652565364488,1.37270010002111e-88,1.88805670521936e-84
"ATP5F1B","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.65461846857776,1.41148478995233e-88,1.93814505220329e-84
"DHTKD1","Glucose_import_in_response_to_insulin_stimulus",0.654585439869393,1.45009412654269e-88,1.98782522029367e-84
"PGM1","Glucose_import_in_response_to_insulin_stimulus",0.654566577591709,1.47261313798947e-88,2.01531909933222e-84
"COX7A2","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.654445648878416,1.62548761347822e-88,2.22081905982861e-84
"HADH","Neutral_lipid_metabolic_process",0.654358611274657,1.74519844592134e-88,2.38039977861537e-84
"PLXNA4","Neutral_lipid_metabolic_process",0.654293774233229,1.84004147989551e-88,2.50558693248018e-84
"SLC66A1L","Adiponectin_activated_signaling_pathway",0.654275464068154,1.86774246599687e-88,2.53908263900113e-84
"NUDT16L2P","Adiponectin_activated_signaling_pathway",0.654193540608657,1.99685385339387e-88,2.7100999148841e-84
"FAM219B","Glucose_import_in_response_to_insulin_stimulus",0.654090521250085,2.17189077274789e-88,2.94277715286151e-84
"ALDH1L1-AS2","Glucose_import_in_response_to_insulin_stimulus",0.654018627096936,2.30301083060631e-88,3.11527894393168e-84
"TMEM192","Adiponectin_activated_signaling_pathway",0.653929246668534,2.47705830935387e-88,3.3451834519056e-84
"NRIP1","Adiponectin_activated_signaling_pathway",0.653901555689324,2.53359108972995e-88,3.41589227346116e-84
"MINDY4","Adiponectin_activated_signaling_pathway",-0.653771303783068,2.81722134598628e-88,3.79204711871976e-84
"SDHB","Mitochondrial_respirasome_assembly",0.653724639887914,2.92634534192816e-88,3.93246275335061e-84
"COX7B","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.653718542106059,2.94091242031584e-88,3.9455594406871e-84
"BLCAP","Neutral_lipid_metabolic_process",0.653638232804082,3.13963574170222e-88,4.20527487296827e-84
"SUCLG1","Adiponectin_activated_signaling_pathway",0.653627561707543,3.16702787196045e-88,4.23503298598803e-84
"PLAAT3","Adiponectin_activated_signaling_pathway",0.653491413485202,3.53811386417129e-88,4.72354073318949e-84
"SPR","Glucose_import_in_response_to_insulin_stimulus",0.653481349301324,3.56720344876597e-88,4.75462031988553e-84
"TYRO3","Adiponectin_activated_signaling_pathway",0.653382099727633,3.86713551114199e-88,5.14600980072709e-84
"COX5B","Mitochondrial_respirasome_assembly",0.653374064352183,3.89248939421658e-88,5.1713396130884e-84
"MRPL36","Mitochondrial_respirasome_assembly",0.653219266910886,4.41452587501741e-88,5.85538204523734e-84
"PLXNA4","Glucose_import_in_response_to_insulin_stimulus",0.653066306098296,4.9987410618176e-88,6.61955049680088e-84
"ZBTB7B","Neutral_lipid_metabolic_process",0.653005207966502,5.25305671358043e-88,6.94508834556015e-84
"ALDH2","Neutral_lipid_metabolic_process",0.652894541704809,5.74692092189069e-88,7.58577340541808e-84
"MRPL46","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.652809869034941,6.15575634187477e-88,8.11234020040955e-84
"EIF5","Adiponectin_activated_signaling_pathway",0.652796346106966,6.22367947994179e-88,8.18866619291553e-84
"AIFM2","Maintenance_of_protein_location_in_mitochondrion",0.652703017781581,6.71323174115452e-88,8.81860573901346e-84
"SLC25A10","Neutral_lipid_metabolic_process",0.652700461290753,6.72716778900704e-88,8.82275062994721e-84
"ZBTB7B","Maintenance_of_protein_location_in_mitochondrion",0.652578506728233,7.42651768400049e-88,9.72437137364245e-84
"COX5A","Maintenance_of_protein_location_in_mitochondrion",0.652475630923274,8.07240783784689e-88,1.05532225357136e-83
"MIEN1","Mitochondrial_respirasome_assembly",0.652385391399195,8.68481704815164e-88,1.13357293268086e-83
"ORMDL3","Adiponectin_activated_signaling_pathway",0.652378958912925,8.73019640344514e-88,1.1376815219972e-83
"MDH2","Maintenance_of_protein_location_in_mitochondrion",0.652308947876829,9.23963007086911e-88,1.20215446048856e-83
"COQ8A","Adiponectin_activated_signaling_pathway",0.652196764502085,1.01183141245949e-87,1.31438908080497e-83
"NMT2","Neutral_lipid_metabolic_process",0.652087241146362,1.10563057945902e-87,1.43395993295423e-83
"ZDHHC3","Neutral_lipid_metabolic_process",0.651898182492324,1.28835094214525e-87,1.66829725460472e-83
"LETM1","Maintenance_of_protein_location_in_mitochondrion",0.651860005157626,1.32874511602287e-87,1.71788586084295e-83
"AIFM1","Glucose_import_in_response_to_insulin_stimulus",0.651851858461806,1.33752672658942e-87,1.72651177653481e-83
"NDUFAF8","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.651816817899934,1.37596149074334e-87,1.77332725149333e-83
"TFE3","Maintenance_of_protein_location_in_mitochondrion",0.651807141231866,1.3867678505642e-87,1.78444424601313e-83
"COX5B","Oxidative_phosphorylation",0.651735863604654,1.46901271253129e-87,1.88730658746176e-83
"RAC3","Adiponectin_activated_signaling_pathway",0.65173100921659,1.47478742562856e-87,1.89175583127659e-83
"MDH2","Glucose_6_phosphate_metabolic_process",0.651692001657922,1.52201802046962e-87,1.94928468331295e-83
"UHMK1","Adiponectin_activated_signaling_pathway",0.651672285069357,1.54646073500117e-87,1.97749437884702e-83
"ACOX1","Neutral_lipid_metabolic_process",0.651563298877637,1.68879089636976e-87,2.15612623361673e-83
"BDH1","Glucose_import_in_response_to_insulin_stimulus",0.651434991648709,1.87314443968724e-87,2.38777045079804e-83
"COA8","Glucose_import_in_response_to_insulin_stimulus",0.651426475757089,1.88606600290876e-87,2.40050297142377e-83
"ARMC8","Adiponectin_activated_signaling_pathway",0.651381638162238,1.9555777344352e-87,2.48510961995561e-83
"IMPDH1","Neutral_lipid_metabolic_process",0.651269755000881,2.14035114777151e-87,2.71569910572266e-83
"MAVS","Glucose_import_in_response_to_insulin_stimulus",0.651028276734348,2.60049215054009e-87,3.29442301453463e-83
"ECHS1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.651013420329786,2.63181908924384e-87,3.32895623771731e-83
"LAMTOR1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.651004745893196,2.65028381581763e-87,3.34713872669502e-83
"RRAGC","Adiponectin_activated_signaling_pathway",0.651001525396518,2.65717185683387e-87,3.35066709880638e-83
"MCCC2","Neutral_lipid_metabolic_process",0.65084248427641,3.02044667613694e-87,3.80289338759022e-83
"ACO2","Adiponectin_activated_signaling_pathway",0.650781923254954,3.17142048482986e-87,3.98684335626155e-83
"SEPTIN5","Adiponectin_activated_signaling_pathway",-0.65077770619105,3.18220874158211e-87,3.99426985499666e-83
"APCDD1","Adiponectin_activated_signaling_pathway",0.650753168336793,3.24571096170233e-87,4.06527880498304e-83
"TMEM120A","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.650752019026679,3.24871602027036e-87,4.06527880498304e-83
"CYB5A","Glucose_import_in_response_to_insulin_stimulus",0.650690481467692,3.41372524809466e-87,4.2652412257234e-83
"PLEKHB1","Galactolipid_metabolic_process",0.650633670754057,3.57345381917698e-87,4.45122080695982e-83
"ATP5F1A","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.650635276973239,3.56883721018976e-87,4.45122080695982e-83
"AZGP1","Adiponectin_activated_signaling_pathway",0.650600854528119,3.66908661282744e-87,4.56339859410677e-83
"SMIM3","Adiponectin_activated_signaling_pathway",0.65047831170363,4.04926346353789e-87,5.02859841646251e-83
"ATP9A","Adiponectin_activated_signaling_pathway",0.650358139040524,4.4601213012176e-87,5.53043215271775e-83
"CNTFR","Neutral_lipid_metabolic_process",0.650352680669755,4.47973752342838e-87,5.54635218421652e-83
"AURKAIP1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.650327424074598,4.57162813595386e-87,5.65157169633272e-83
"POP4","Mitochondrial_respirasome_assembly",0.650321405055383,4.59380240053789e-87,5.67041854156591e-83
"EPB41L4B","Neutral_lipid_metabolic_process",0.650312165637624,4.62804917542593e-87,5.7040880335964e-83
"CCDC28B","Adiponectin_activated_signaling_pathway",-0.650170058673522,5.18795244475045e-87,6.3845556264902e-83
"NMT1","Adiponectin_activated_signaling_pathway",0.650064362888663,5.64765996733187e-87,6.93985898380626e-83
"PYGL","Neutral_lipid_metabolic_process",0.650027854427313,5.81569062347258e-87,7.13562133682766e-83
"ENSG00000228436","Neutral_lipid_metabolic_process",0.649882191133924,6.53710700260387e-87,8.00876343047674e-83
"VTI1B","Glucose_6_phosphate_metabolic_process",0.649708195458895,7.51642134227071e-87,9.1947798043959e-83
"TESK1","Neutral_lipid_metabolic_process",0.649682015127838,7.67590714766904e-87,9.37586280787651e-83
"PLAAT3","Glucose_import_in_response_to_insulin_stimulus",0.64944323739821,9.29510434536182e-87,1.13367373053921e-82
"PKP2","Adiponectin_activated_signaling_pathway",0.649374916708917,9.81803641168812e-87,1.19567100947743e-82
"ENSG00000267653","Adiponectin_activated_signaling_pathway",0.649282702880936,1.05705666512386e-86,1.28540367941416e-82
"TTC38","Glucose_import_in_response_to_insulin_stimulus",0.649201036121653,1.12848065315589e-86,1.37022079841447e-82
"PPARA","Adiponectin_activated_signaling_pathway",0.64909322094922,1.23017945181158e-86,1.49149234847732e-82
"ANAPC11","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.649084309582209,1.23898256615482e-86,1.49994326915118e-82
"CHCHD1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.649031634871698,1.29231292827228e-86,1.56219539885051e-82
"IL33","Adiponectin_activated_signaling_pathway",-0.649025855801772,1.29830125952784e-86,1.56711951404947e-82
"ATP5ME","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.648985441617617,1.34095784376013e-86,1.61622449568634e-82
"NCMAP","Axon_ensheathment_in_central_nervous_system",0.648824952215039,1.52456891621467e-86,1.83482429569714e-82
"SLC25A1","Adiponectin_activated_signaling_pathway",0.648770600058148,1.5922595938368e-86,1.91347633928509e-82
"AZI2","Adiponectin_activated_signaling_pathway",0.648639710843983,1.76779740847664e-86,2.12131152880151e-82
"TMEM268","Neutral_lipid_metabolic_process",0.648360366031401,2.20948131994511e-86,2.64743901364565e-82
"MKNK2","Adiponectin_activated_signaling_pathway",0.648211863719684,2.48736408985029e-86,2.97604567582149e-82
"BDH1","Adiponectin_activated_signaling_pathway",0.648170489950369,2.57079996990446e-86,3.0713835129494e-82
"GRINA","Adiponectin_activated_signaling_pathway",0.648157604214592,2.59735032799849e-86,3.0985802548152e-82
"ZDHHC4","Adiponectin_activated_signaling_pathway",0.648147046369516,2.61930746608466e-86,3.12022618975696e-82
"ASPH","Neutral_lipid_metabolic_process",0.648132449039661,2.64997011562334e-86,3.15216448858884e-82
"CTIF","Neutral_lipid_metabolic_process",0.648122112965538,2.67189750387684e-86,3.17363448326051e-82
"B4GALT1-AS1","Glucose_import_in_response_to_insulin_stimulus",0.647850643007522,3.31715018790547e-86,3.93434444007761e-82
"EMC3","Glucose_import_in_response_to_insulin_stimulus",0.647782201731111,3.50295757726126e-86,4.14871082412882e-82
"NDUFB1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.647649117425905,3.89442474578103e-86,4.60567783166783e-82
"GRK3","Neutral_lipid_metabolic_process",0.647629187209765,3.95668417585322e-86,4.6725556818834e-82
"CSDE1","D_glucose_import",0.647522765094859,4.30628850302229e-86,5.07808523173579e-82
"PPP1R1A","Neutral_lipid_metabolic_process",0.647394404546234,4.76909079241959e-86,5.61574164809687e-82
"SLC29A2","Glucose_import_in_response_to_insulin_stimulus",0.647369469086033,4.8645780964091e-86,5.7199505517019e-82
"UQCR11","Oxidative_phosphorylation",0.647320393915871,5.05809808649302e-86,5.93896550540799e-82
"SORT1","Adiponectin_activated_signaling_pathway",0.64727894903072,5.22748382725053e-86,6.12905627973476e-82
"NDUFS8","Mitochondrial_respirasome_assembly",0.647199939470536,5.56619088494899e-86,6.51684293548179e-82
"HAGH","Glucose_import_in_response_to_insulin_stimulus",0.647184206589161,5.63619987545561e-86,6.5893819208215e-82
"LINC00598","Neutral_lipid_metabolic_process",0.647161570015314,5.73846955956009e-86,6.69937669661439e-82
"TALDO1","Maintenance_of_protein_location_in_mitochondrion",0.647127531962503,5.89573664952234e-86,6.87317335979732e-82
"LETR1","Maintenance_of_protein_location_in_mitochondrion",-0.647123048078846,5.91677091487466e-86,6.88788303448423e-82
"MRPS15","Glucose_6_phosphate_metabolic_process",0.647046129214821,6.28945791230943e-86,7.31133848000082e-82
"AIFM1","Neutral_lipid_metabolic_process",0.647042771193349,6.30625001584279e-86,7.32046050154675e-82
"CPM","D_glucose_import",0.646975370520817,6.65288972656346e-86,7.71191009440414e-82
"IARS2","Adiponectin_activated_signaling_pathway",0.646933945943535,6.87527732351891e-86,7.95842523934189e-82
"ACACB","Neutral_lipid_metabolic_process",0.646814911689299,7.55633799253934e-86,8.73442765138323e-82
"CCDC69","Neutral_lipid_metabolic_process",0.646811309515871,7.57796259642405e-86,8.74706907555431e-82
"STRADB","Neutral_lipid_metabolic_process",0.64673852932868,8.02831344259694e-86,9.25384679709309e-82
"CCDC69","D_glucose_import",0.646603440190637,8.93598963353754e-86,1.02855942844846e-81
"MRPS15","Maintenance_of_protein_location_in_mitochondrion",0.646454650655747,1.00542906836196e-85,1.15565386873418e-81
"PDHA1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.646441259019971,1.01615280849946e-85,1.16634176129286e-81
"NDUFA8","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.646412091603684,1.03990505192461e-85,1.19193290778249e-81
"LAMTOR1","Mitochondrial_respirasome_assembly",0.646373682418342,1.07202814111759e-85,1.22703366461282e-81
"PDHA1","Neutral_lipid_metabolic_process",0.6463202427582,1.1183709893804e-85,1.27828945002319e-81
"MRPS7","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.64631816612107,1.12021154491327e-85,1.27860742629704e-81
"CHP1","Adiponectin_activated_signaling_pathway",0.646274312785278,1.15979121824828e-85,1.32193988393882e-81
"CHCHD4","Glucose_6_phosphate_metabolic_process",0.646135384630771,1.29460239505487e-85,1.47354651539776e-81
"PJA1","Adiponectin_activated_signaling_pathway",0.646118319886251,1.31220200887356e-85,1.49150438962078e-81
"JAGN1","Maintenance_of_protein_location_in_mitochondrion",0.646109686840629,1.32119614417138e-85,1.49964466498937e-81
"STK39","Neutral_lipid_metabolic_process",0.64607565552211,1.35725248162811e-85,1.53843722859559e-81
"ATP6V0E1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.64603702100472,1.39937420531637e-85,1.58398805059796e-81
"ATP5MF","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.645961878847088,1.48506028173615e-85,1.67865655527339e-81
"ZBTB7B","Adiponectin_activated_signaling_pathway",0.645942515925875,1.50797374340022e-85,1.70220596145963e-81
"MRPL58","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.64591445336039,1.5418079737275e-85,1.73800091468188e-81
"HEBP2","Neutral_lipid_metabolic_process",0.645861787399473,1.60735832905429e-85,1.80940017569089e-81
"SSU72","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.64572959534114,1.78436624212497e-85,2.00589849745307e-81
"TNIP1","Adiponectin_activated_signaling_pathway",0.645707655738288,1.81556577122095e-85,2.03817181723763e-81
"PRDX6","Glucose_6_phosphate_metabolic_process",0.645680159485593,1.85543487348099e-85,2.08007593198158e-81
